Name    |             z|Survey|        RAdeg         DEdeg|       umagg|       gmagg|       rmagg|       imagg|       zmagg|     e_umagg|     e_gmagg|     e_rmagg|     e_imagg|     e_zmagg|       umagl|       gmagl|       rmagl|       imagl|       zmagl|     e_umagl|     e_gmagl|     e_rmagl|     e_imagl|     e_zmagl|         Ful|         Fgl|         Frl|         Fil|         Fzl|       e_Ful|       e_Fgl|       e_Frl|       e_Fil|       e_Fzl|          U-Vl|        e_U-Vl|          U-Vg|        e_U-Vg|          logMs|        e_logMs|      Dist
sn2007kt|0.237751419300|SDSS  | 27.599838000   1.172075000|   21.903345|   20.786425|   19.890783|   19.511457|   19.284863|    0.039612|   10.170921|    0.003864|    0.003839|    0.011501|   23.781291|   22.406487|   21.504448|   21.078764|   20.886195|    0.215137|    0.021776|    0.014008|    0.014528|    0.041958|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.57452066240| 0.02737281440| 0.52082054160| 0.05722713650|  10.3815202201|   0.0747162269|  0.609697
sn2007jh|0.040218938917|SDSS  | 54.006401000   1.103365000|   17.154939|   15.195790|   14.291042|   13.836858|   13.508834|    0.001433|    0.000233|    0.000189|    0.000212|    0.000431|   19.553743|   17.676195|   16.776441|   16.336690|   15.997066|    0.004750|    0.000609|    0.000419|    0.000390|    0.000753|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.04620882680| 0.04199596060| 1.05260676930| 0.05572391260|  11.2510627443|   0.0335820244|  3.996437
sn2007kq|0.155174912067|SDSS  |  4.932975000  -0.400135000|   21.041862|   19.704392|   19.311303|   19.101376|   18.965514|    0.021114|    0.002709|    0.002855|    0.003543|    0.010518|   21.973745|   20.678322|   20.206053|   19.942793|   19.912665|    0.047454|    0.006077|    0.006143|    0.008127|    0.022294|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.18124215790| 0.02136803930| 0.08631878100| 0.02215590930|   9.6356855901|   0.0458629492|  0.061756
sn2007ku|0.369763243732|SDSS  | 23.367535000   0.524681000|   21.986607|   20.471464|   19.415866|   19.068021|   18.725063|    0.042516|    0.063160|    0.016124|    0.003137|    0.008284|   24.714211|   22.858579|   21.650043|   21.168433|   20.767140|    0.485239|    0.035895|    0.016596|    0.017957|    0.040971|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.68258217350| 0.03141403600| 0.55694528440| 0.03762719980|  10.9209215023|   0.0876732663|  1.542785
sn2007ks|0.093917125831|SDSS  |-47.612259000  -0.761723000|   22.115825|   20.130702|   19.500770|   19.162257|   19.063423|    0.068368|    0.004740|    0.180205|    0.003768|    0.012271|   22.624254|   21.362676|   20.704626|   20.341178|   20.091073|    0.105274|    0.012608|    0.010531|    0.010453|    0.030656|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.45989888980| 0.02688948770| 0.43253423760| 0.02512662650|   9.5978754451|   0.0746273562|  3.107703
sn2007li|0.118590405545|SDSS  | 18.266731000  -0.540012000|   20.353141|   18.439451|   17.481296|   17.088922|   16.750044|    0.017380|    0.001380|    0.047233|    0.037492|    0.003587|   22.086049|   19.784748|   18.706562|   18.257535|   17.905815|    0.051948|    0.002760|    0.001631|    0.001587|    0.003587|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.24095382610| 0.02495131530| 1.01991199460| 0.05359561660|  10.8430703410|   0.0388882037|  0.653674
sn2007kx|0.152717487952|SDSS  |  3.428632000   0.652155000|   23.264502|   21.276713|   20.622704|   20.511292|   20.450576|    0.128959|    0.008877|    0.006965|    0.010125|    0.029444|   23.814427|   21.885721|   21.293396|   20.988996|   20.857245|    0.212013|    0.014819|    0.011905|    0.015019|    0.042242|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.38810320680| 0.02494243770| 0.24211047290| 0.02207377560|   9.2232357793|   0.0582371899|  0.486660
sn2007mv|0.257222060221|SDSS  |  8.905735000   0.370035000|   21.622518|   19.540361|   18.340972|   17.815823|   17.441956|    0.035393|    0.002299|    0.001569|    0.001110|    0.002924|   23.547042|   21.955483|   20.476434|   19.835308|   19.421135|    0.199334|    0.016154|    0.006187|    0.005217|    0.015757|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.29869881710| 0.02045542920| 1.00600516100| 0.02427498320|  11.2054411584|   0.0399179607|  1.230112
sn2007lg|0.109261892484|SDSS  | 11.516434000  -0.010381000|   20.962645|   18.881532|   18.117488|   17.759433|   17.467831|    0.019095|    0.001677|    0.001182|    0.001097|    0.002534|   21.600156|   19.483898|   18.669604|   18.280601|   18.008622|    0.030864|    0.002303|    0.001649|    0.014148|    0.004385|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.98515581380| 0.02827807000| 0.90285684870| 0.03697101640|  10.3989152132|   0.0465551782|  0.499263
sn2007la|0.129405950747|SDSS  |-22.521715000   1.058609000|   20.825914|   18.813627|   17.692427|   17.214190|   16.848932|    0.024249|    0.050637|    0.042785|    0.240330|    0.135548|   22.889166|   20.752277|   19.588468|   19.104149|   18.703701|    0.111143|    0.006171|    0.003327|    0.003087|    0.007095|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.19715099950| 0.02722805800| 1.22289043710| 0.08513192130|  10.9961323158|   0.0846914544|  4.362017
sn2007lk|0.218814495090|SDSS  | 29.458780000  -0.398095000|   22.007106|   20.116998|   19.031870|   18.576381|   18.315353|    0.043631|    0.005811|    0.003075|    0.003382|    0.005238|   23.417965|   21.323471|   20.115616|   19.632049|   19.385414|    0.156832|    0.018548|    0.004682|    0.018605|    0.012486|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.03524998320| 0.02519343830| 0.90315773850| 0.02823713980|  10.6839407500|   0.0344625529|  1.667623
sn2007kv|0.266867749159|SDSS  | 17.565994000   0.472038000|   22.374032|   20.973648|   20.203103|   19.836740|   19.533700|    0.066967|    0.007978|    0.005580|    0.006592|    0.014969|   24.167767|   22.475717|   21.634838|   21.229849|   21.001867|    0.326821|    0.028831|    0.018962|    0.020542|    0.054043|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.47192188090| 0.03841086530| 0.38411148990| 0.01859187940|  10.1632771133|   0.0526082113|  1.189338
sn2007lm|0.212260672501|SDSS  | 48.418526000   0.629998000|   21.961858|   19.871843|   18.899507|   18.393421|   18.041426|    0.037827|    3.018839|    0.002560|    0.001774|    0.003427|   26.043969|   24.510350|   23.686666|   22.989601|   23.417176|    1.479866|    0.154416|    0.095059|    0.084707|    0.405920|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.50034501000| 0.06999864990| 1.04519071640| 0.04561368060|  10.9074766933|   0.0491440817| 11.198699
sn2007nu|0.278214010963|SDSS  | 47.959118000  -0.692416000|   21.453964|   20.447337|   19.397599|   18.996751|   18.639030|    0.031655|    0.004672|    0.002508|    0.002521|    0.006168|   24.218543|   22.915194|   21.785321|   21.335780|   20.982394|    0.522825|    0.036617|    0.024917|    0.017793|    0.047440|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.66365064010| 0.04555974340| 0.56933425420| 0.01766964670|  10.7747723670|   0.0376618448|  4.670017
sn2007lo|0.136964661194|SDSS  |-21.016417000   0.609241000|   23.073065|   21.577471|   20.872518|   20.694203|   20.569534|    0.123923|    0.013585|    0.010382|    0.014837|    0.037794|   25.034278|   22.980842|   22.268534|   21.900412|   21.564890|    0.729122|    0.045128|    0.113790|    0.037709|    0.095249|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.48420766600| 0.06097329880| 0.29018383850| 0.03075865810|   9.1223461943|   0.0588314199|  3.230418
sn2007lp|0.174833374730|SDSS  |-19.079082000   0.421380000|   22.029321|   19.537159|   18.306393|   17.809099|   17.426357|    0.051346|    0.003029|    0.004233|    0.005263|    0.003228|   23.992047|   21.447305|   20.138893|   19.593970|   19.236164|    0.295697|    0.012458|    0.005843|    0.005721|    0.012736|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.24415517920| 0.03013230040| 1.16812207350| 0.02638754780|  11.0152723295|   0.0347241751|  3.708193
sn2007lc|0.113645640602|SDSS  | 12.287929000   0.596957000|   19.883879|   17.855740|   17.081864|   16.669203|   16.405089|    0.009596|    0.002038|    0.000703|    0.045564|    0.002130|   21.628566|   19.368689|   18.415397|   17.934605|   17.628170|    0.032893|    0.002301|    0.002987|    0.001480|    0.002998|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.16457813080| 0.02289887750| 0.90466956120| 0.04606080880|  10.8766917589|   0.0507015589|  0.502258
sn2007mw|0.325697994627|SDSS  |-14.238505000   0.849165000|   22.432474|   22.014394|   21.194666|   20.831205|   20.951720|    0.085083|    0.020019|    0.013775|    0.015569|    0.064485|   26.203995|   24.433629|   23.497732|   23.214204|   22.864044|    2.348921|    0.170097|    0.108586|    0.178835|    0.362726|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.28481616890| 0.11563212880| 0.20268529850| 0.02785308900|   9.8925615743|   0.0701458671|  4.474774
sn2007lt|0.112431752076|SDSS  |-31.552765000   0.015055000|   22.606164|   21.220489|   20.733966|   20.420809|   20.466450|    0.904584|    0.037004|    0.008926|    0.009923|    0.046488|   23.234335|   21.758934|   21.281162|   21.039126|   20.869843|    0.163783|    0.015153|    0.014291|    0.016878|    0.066027|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.17451600340| 0.02980173740| 0.16983227180| 0.10035380050|   8.8832499100|   0.0868827970|  1.727489
sn2007ma|0.106379454366|SDSS  | 11.223947000  -0.997054000|   20.176878|   18.668429|   18.049499|   17.679445|   17.485882|    0.009915|    0.002058|    0.001242|    0.001173|    0.007689|   21.620755|   19.866173|   19.101983|   18.648690|   18.393882|    0.031723|    0.004311|    0.002166|    0.002188|    0.005431|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.88210702610| 0.05252153690| 0.53383451530| 0.02712154510|  10.2888946759|   0.0735923821|  1.237342
sn2007mu|0.401278309873|SDSS  |  3.077347000  -0.077318000|   22.068891|   20.990169|   19.618817|   19.086986|   18.714035|    0.048017|    0.007268|    0.003195|    0.003482|    0.006683|         ---|   25.115959|   23.719793|   23.287134|   23.097125|         ---|    0.278074|    0.111044|    0.108935|    0.355477|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.61982657970| 0.07923016120| 0.76738770790| 0.02161887050|  11.2568601321|   0.0739910711| 11.294040
sn2007mc|0.153169153148|SDSS  | 16.855324000   1.043746000|   20.979990|   19.415933|   18.600503|   18.178868|   17.920546|    0.024297|    0.002646|    0.001973|    0.003100|    0.004688|   22.397163|   20.712323|   19.786358|   19.334332|   19.067289|    0.081029|    0.007453|    0.004410|    0.004673|    0.012399|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.80508101780| 0.04984741580| 0.67078607220| 0.04045057950|  10.5455072693|   0.0438752193|  0.791262
sn2007mb|0.189309438972|SDSS  | 12.547336000   0.675423000|   22.042904|   19.296735|   18.063323|   17.595132|   17.288921|    0.043859|    0.002410|    0.001144|    0.001469|    0.002998|   23.569197|   20.618289|   19.308023|   18.816370|   18.514301|    0.169561|    0.005308|    0.002404|    0.002487|    0.005488|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.25134258490| 0.02434453720| 1.15413762410| 0.01746404620|  11.1423163623|   0.0272128372|  1.223991
sn2007lh|0.196715299135|SDSS  | 17.216736000   1.197879000|   23.068258|   22.219976|   22.042565|   21.929324|   21.499851|    0.123917|    0.020170|    0.024922|    0.035765|    0.083988|   25.356421|   24.351579|   23.526932|   23.219635|   22.918972|    0.990817|    0.135782|    0.115810|    0.124951|    0.325573|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.39876728470| 0.10939233980|-0.22568048110| 0.04176706310|   8.5375628951|   0.0484321547| 16.631797
sn2007ns|0.366273815495|SDSS  | 39.262360000  -0.866615000|   22.762590|   20.897345|   19.551490|   19.120849|   18.721720|    0.081829|    0.008851|    0.002889|    0.003037|    0.006747|   25.262213|   23.389306|   21.897472|   21.366506|   21.022171|    0.798883|    0.083242|    0.020665|    0.018776|    0.048997|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.82659017910| 0.06830885090| 0.74871982990| 0.02726330190|  10.9053576230|   0.0441584782|  5.751286
sn2007mf|0.189141427943|SDSS  | 29.729753000  -1.027071000|   20.612246|   19.200965|   18.318788|   17.879457|   17.620355|    0.018262|    0.003528|    0.001507|    0.001120|    0.003009|   23.183924|   21.168033|   19.960909|   19.446800|   19.143693|    0.117448|    0.011223|    0.013688|    0.003752|    0.008712|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.12833669680| 0.02827291870| 0.66156086460| 0.02289826830|  10.8675045350|   0.0622416779|  0.852543
sn2007me|0.197257767449|SDSS  | 25.265629000  -0.448449000|   21.092134|   19.934486|   19.207249|   18.916100|   18.746709|    0.019691|    0.003052|    0.002101|    0.002445|    0.006334|   23.495948|   22.194935|   21.293671|   20.884882|   20.662961|    0.181860|    0.018113|    0.010459|    0.011316|    0.033321|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.61257938390| 0.02735257340| 0.35816708240| 0.01994050350|  10.2009873518|   0.0550626406|  0.924220
sn2007mg|0.176243759357|SDSS  | 46.640945000   0.793304000|   20.870395|   19.813038|   18.904801|   18.401716|   18.120240|    0.022928|    0.002363|    0.003362|    0.001514|    0.003907|   24.312577|   22.738646|   21.935225|   21.522458|   21.366041|    0.304508|    0.028317|    0.020227|    0.028898|    0.061845|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.47179286370| 0.02964750310| 0.64214478900| 0.01869850930|  10.6309255582|   0.0335821994| 10.490560
sn2007mi|0.128363858710|SDSS  | 50.881317000   0.666634000|   20.901945|   18.501787|   17.360266|   16.880557|   16.494759|    0.015108|    0.001432|    0.000683|    0.013293|    0.001357|   21.925189|   19.470603|   18.274045|   17.772582|   17.385050|    0.037765|    0.002209|    0.001207|    0.001240|    0.002342|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.26561020150| 0.02483840640| 1.20149093000| 0.02935802030|  11.1368655172|   0.0358537965|  0.857192
sn2007mj|0.122614429737|SDSS  | 53.685146000   0.355509000|   21.011517|   19.077451|   18.078085|   17.606041|   17.259058|    0.021078|    0.001879|    0.001098|    0.001197|    0.002955|   22.496829|   20.618840|   19.495839|   19.007872|   18.626719|    0.069428|    0.005680|    0.002716|    0.002528|    0.007533|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.08893965690| 0.04244353820| 0.97329626660| 0.05415584240|  10.6909657381|   0.0356214470|  2.668669
sn2007mh|0.127149077434|SDSS  | 48.632347000   0.269818000|   20.963773|   19.414837|   18.623886|   18.208122|   17.926253|    0.016794|    0.002181|    0.001602|    0.001390|    0.003916|   22.212541|   20.840983|   20.010861|   19.564413|   19.275121|    0.051449|    0.005643|    0.003849|    0.005311|    0.013759|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.63433808520| 0.02715985390| 0.59093686700| 0.03102459200|  10.3549984791|   0.0392450818|  0.509628
sn2007nt|0.213225791176|SDSS  | 46.682472000  -0.754019000|   22.582650|   20.669354|   19.623490|   19.157312|   18.867235|    0.084701|    0.014755|    0.003282|    0.003001|    0.008055|   23.709918|   22.207109|   21.049686|   20.570361|   20.288736|    0.234803|    0.020498|    0.011958|    0.009602|    0.027334|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.81406471650| 0.03465234940| 0.81552058980| 0.04405864070|  10.4269562148|   0.0522846082|  2.519952
sn2007sb|0.210987558260|SDSS  | 10.348955000   0.411951000|   21.325664|   20.175409|   19.486602|   19.197218|   18.988943|    0.023385|    0.003821|    0.003481|    0.003037|    0.010124|   23.452388|   22.307281|   21.449992|   21.065360|   20.791632|    0.180352|    0.021877|    0.017559|    0.014779|    0.051784|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.56193380510| 0.03317695470| 0.33654201100| 0.02484717980|  10.1337998372|   0.0480308915|  0.523840
sn2007ne|0.204534721065|SDSS  | 13.509144000   1.069021000|   22.573862|   20.341936|   19.290442|   18.833998|   18.569515|    0.081670|    0.004632|    0.002726|    0.002630|    0.006857|   23.554459|   21.451820|   20.399650|   19.960476|   19.719040|    0.195674|    0.010392|    0.006608|    0.006158|    0.018251|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.88667121400| 0.02176940370| 0.93643431240| 0.02375531320|  10.5356835931|   0.0357114240|  0.466876
sn2007nh|0.270095871733|SDSS  | 42.615364000  -0.551163000|   21.823754|   20.544089|   19.389809|   18.896710|   18.646753|    0.039339|    0.004755|    0.002551|    0.002423|    0.005908|   23.827640|   22.043121|   20.734635|   20.237028|   19.976159|    0.244240|    0.016154|    0.006950|    0.006582|    0.018567|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.91995328380| 0.02907723190| 0.72606189680| 0.03009379720|  10.8665502418|   0.0679607063|  1.512065
sn2007mz|0.217573020300|SDSS  |-28.036657000  -1.069943000|   22.152597|   20.794639|   19.778307|   19.317430|   19.031129|    0.060355|    0.009823|    0.004203|    0.004032|    0.009860|   23.850973|   22.251016|   21.144080|   20.679966|   20.425747|    0.273848|    0.034509|    0.012581|    0.013559|    0.038223|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.72330688560| 0.03072964610| 0.66524488410| 0.02713711250|  10.4846546782|   0.0633549159|  2.969950
sn2007my|0.291143215879|SDSS  |-31.115822000  -0.371996000|   22.765988|   22.484325|   21.592598|   21.367679|   21.441491|    0.096665|    0.046400|    0.040770|    0.022266|    0.094259|   24.236905|   23.487385|   22.645027|   22.536559|   22.204648|    0.387268|    0.070734|    0.047759|    0.063987|    0.185083|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.04867772220| 0.06772210600| 0.06539311760| 0.03643764950|   9.4406946459|   0.0531466777|  0.891558
sn2007of|0.396550332650|SDSS  |-43.765526000   0.060993000|         ---|   22.603015|   21.545209|   21.014321|   21.231312|         ---|    0.032196|    0.017770|    0.016861|    0.095733|   26.474397|   24.869212|   23.830176|   23.203034|   22.653818|    2.844070|    0.247489|    0.138867|    0.120315|    0.352408|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.42453303970| 0.13432219980| 0.38188519210| 0.03543210270|  10.0403724026|   0.0787690807|  4.863396
sn2007nb|0.276189825518|SDSS  | -8.624742000   0.423105000|   22.695391|   20.149680|   18.652359|   18.128535|   17.788245|    0.077568|    0.004121|    0.001600|    0.001676|    0.003578|   24.521361|   21.681776|   20.107026|   19.507272|   19.236715|    0.417049|    0.013270|    0.004864|    0.004688|    0.010844|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.28267918750| 0.02437714200| 1.15990725840| 0.02291340440|  11.3075307273|   0.0375872603|  1.366104
sn2007mn|0.076639479573|SDSS  | 31.266495000   0.174558000|   19.165133|   17.642443|   16.909101|   16.450356|   16.190984|    0.009596|    0.001049|    0.000734|    0.000575|    0.001823|   21.518724|   20.227549|   19.655036|   19.306101|   19.117114|    0.033571|    0.004258|    0.003194|    0.003264|    0.011387|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.48703845740| 0.02427058830| 0.74953025380| 0.02261018400|  10.6464905335|   0.0334968190|  9.499176
sn2007or|0.163566228200|SDSS  | 25.659727000   1.030393000|   21.324324|   19.154373|   18.014171|   17.556598|   17.248469|    0.029060|    0.002504|    0.001397|    0.001051|    0.003063|   22.599711|   20.309178|   19.140317|   18.682872|   18.383013|    0.089324|    0.004588|    0.002551|    0.027589|    0.006040|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.15606289800| 0.02335212400| 1.13754746010| 0.02033121930|  10.9867855166|   0.0354176890|  1.616312
sn2007oa|0.257215205523|SDSS  |-26.536062000  -0.920283000|   21.707948|   20.310076|   19.364409|   19.003763|   18.665471|    0.036288|    0.006575|    0.027853|    0.002781|    0.115335|   25.720419|   24.369285|   23.603362|   23.267901|   22.692301|    1.362862|    0.224626|    0.108278|    0.126902|    0.270612|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.27930822120| 0.14683259140| 0.46376723010| 0.01817002870|  10.5965752011|   0.0494319367| 12.269671
sn2007oh|0.402597026462|SDSS  |-46.846153000  -0.453979000|         ---|   22.570499|   21.249272|   20.520820|   19.860660|         ---|    0.034915|    0.015585|    0.012275|    0.024799|   27.270520|   25.381957|   23.929206|   23.349965|   22.964338|    4.465062|    0.448650|    0.173527|    0.172551|    0.413487|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.41042753380| 0.09954520590| 0.29999223070| 0.10309030020|   9.7390000000|   0.2855000000| 73.553211
sn2007mo|0.219558135070|SDSS  |-27.108984000   0.764785000|   23.139456|   20.997022|   19.795601|   19.360084|   19.045193|    0.114269|    0.007543|    0.003325|    0.004232|    0.009428|   24.434406|   22.051058|   20.803951|   20.312186|   20.051626|    0.368155|    0.017888|    0.008109|    0.008453|    0.021566|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.02548755410| 0.03992385440| 0.97058405510| 0.02954663290|  10.4336451573|   0.0363469086|  1.400078
sn2007nf|0.235422284686|SDSS  | 15.860297000   0.331394000|   22.498847|   20.236321|   18.936977|   18.454394|   18.135021|    0.086046|    0.004007|    0.002044|    0.002029|    0.005500|   23.630393|   21.496151|   20.057249|   19.531220|   19.228843|    0.222659|    0.025592|    0.004386|    0.004029|    0.024738|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.20498958810| 0.03781961460| 1.09064396060| 0.02898163910|  10.9184311190|   0.0474766664|  0.996536
sn2007nk|0.209302290773|SDSS  | 50.235523000   1.058141000|   22.936830|   19.986524|   18.645037|   18.119090|   17.737559|    0.107268|    0.003510|    0.001651|    0.001531|    0.003383|         ---|   26.037228|   26.032002|   25.655206|   24.301892|         ---|    0.634457|    1.054213|    1.570799|    1.058615|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|99.00000000000|-1.00000000000| 1.15576903310| 0.02105521500|  11.0797769551|   0.0348874675| 24.103684
sn2007oj|0.121645759765|SDSS  | -2.091648000   0.279826000|   23.163205|   21.792973|   21.210007|   20.722437|   20.572917|    0.136286|    0.013472|    0.010960|    0.010612|    0.042275|   23.861453|   22.865325|   22.499981|   21.989739|   21.898700|    0.255451|    0.034514|    0.034178|    0.032775|    0.142168|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.28102534950| 0.14283785430| 0.51393183560| 0.02797766080|   9.2024868695|   0.0533351329|  3.002977
sn2007po|0.291346385879|SDSS  | 53.884281000   0.703362000|   23.309720|   22.206658|   21.265936|   21.154479|   20.887469|    0.125962|    0.018117|    0.014313|    0.016531|    0.041595|   26.738010|   25.742994|   24.926832|   24.535759|   24.429871|    2.338235|    0.438134|    0.313751|    0.356385|    1.116079|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.12881505540| 0.23990040850| 0.17478018770| 0.03778360120|   9.5733007827|   0.0610885224|  8.284430
sn2007oi|0.294482130218|SDSS  |  5.324447000   1.074527000|         ---|   22.885600|   21.585304|   21.167931|   20.966101|         ---|    0.038003|    0.017889|    0.018288|    0.053801|   26.593568|   27.334241|   27.121113|         ---|         ---|    2.749123|    1.874516|    2.027418|         ---|         ---|    0.000000|    0.000000|    0.000000|   -0.000000|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|99.00000000000|-1.00000000000| 0.76272955610| 0.05027906050|   9.8808450858|   0.0646988442| 29.314190
sn2007ok|0.164547113017|SDSS  | 37.101109000   0.184666000|   19.934246|   18.435209|   17.693130|   17.259157|   17.057761|    0.013441|    0.002202|    0.005496|    0.000990|    0.002226|   21.172289|   19.850282|   19.002255|   18.484330|   18.203905|    0.022615|    0.003057|    0.004917|    0.001983|    0.006248|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.73104216290| 0.01872722110| 0.57386860800| 0.02761827670|  10.8975901181|   0.0561084445|  0.856267
sn2007ov|0.313761037229|SDSS  | 40.286488000   0.144448000|   23.888887|   21.358536|   19.855866|   19.262488|   18.924151|    0.266922|    0.010038|    0.003716|    0.003393|    0.010173|   25.120087|   23.040085|   21.434608|   20.783999|   20.395304|    0.808141|    0.040125|    0.013377|    0.011421|    0.036838|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.21840078660| 0.03404189960| 1.10295888040| 0.02050224900|  10.9174314181|   0.0343854899|  1.152806
